1	'' 165.879 89.4654 859.986
2	'' 158.455 187.867 901.281
3	'' 264.373 184.776 823.98
4	'' -206.525 141.709 826.82
5	'' -265.228 108.363 769.653
6	'' -374.791 131.425 600.134
7	'' -324.915 100.617 597.365
8	'' -314.084 92.6862 571.761
9	'' -245.129 68.8465 589.959
10	'' -216.096 96.7103 640.889
11	'' -206.288 96.3644 645.299
12	'' -138.107 75.3311 639.17
13	'' -275.369 55.9254 454.286
14	'' -366.325 84.0812 468.401
15	'' -379.36 26.7742 208.875
16	'' -338.436 -1.14679 103.809
17	'' -243.488 -2.48026 156.001
18	'' -225.477 2.98082 185.786
19	'' -208.068 -0.762311 183.158
20	'' -89.888 -0.455858 219.864
21	'' -31.1038 36.7504 345.141
22	'' -71.7873 47.0502 390.861
23	'' 54.2289 101.129 492.07
24	'' 130.537 141.721 509.698
25	'' 172.924 132.152 544.031
26	'' 212.804 74.1962 285.931
27	'' 337.578 108.139 39.1183
28	'' 363.195 114.326 49.3291
29	'' 363.068 113.942 48.2336
30	'' 296.656 97.4596 20.3034
31	'' 286.556 86.7176 5.82783
32	'' 225.033 85.0164 0.715382
33	'' 265.939 83.8355 -85.7147
34	'' 295.351 88.976 -60.3168
35	'' 386.961 97.8187 -115.668
36	'' 434.892 101.66 -94.7872
37	'' 305.511 73.2977 -233.549
38	'' 19.5738 43.2953 -477.065
39	'' 146.795 37.9329 -846.338
40	'' 211.532 37.7374 -870.006
41	'' 242.249 36.4977 -870.549
42	'' 242.696 38.2172 -845.838
43	'' 293.725 37.8866 -850.383
44	'' 320.637 37.8148 -860.478
45	'' 306.765 37.2516 -820.502
46	'' 314.076 75.6565 -738.542
47	'' 290.612 81.8816 -684.914
48	'' 215.576 65.5772 -735.12
49	'' 273.787 50.195 -611.074
50	'' 231.261 49.5341 -597.97
51	'' 202.449 52.1102 -552.131
52	'' 371.769 24.046 -620.99
53	'' 461.406 10.5288 -611.654
54	'' 282.118 50.1286 -555.411
55	'' -98.1477 -0.837501 -359.77
56	'' -134.147 -0.837298 -417.218
57	'' -137.137 -0.836985 -459.138
58	'' -143.559 -0.836985 -503.854
59	'' -257.852 0.597744 -377.572
60	'' -265.441 6.49368 -311.238
61	'' -158.374 -0.83646 -257.243
