1   	'' -492.592592593 74.0740740741 -759.259259259
2   	'' -406.172839506 3.7037037037 -507.407407407
3   	'' -327.160493827 12.3456790123 -846.913580247
4   	'' 12.3456790123 91.3580246914 -918.518518519
5   	'' -434.567901235 29.6296296296 -713.580246914
6   	'' -601.234567901 93.8271604938 -334.567901235
7   	'' -298.765432099 3.7037037037 -327.160493827
8   	'' -201.234567901 43.2098765432 -59.2592592593
9   	'' -567.901234568 13.5802469136 153.086419753
10  	'' -381.481481481 9.87654320988 -18.5185185185
11  	'' 246.913580247 62.962962963 -60.4938271605
12  	'' 475.308641975 107.407407407 219.75308642
13  	'' 498.765432099 261.728395062 -997.530864198
14  	'' 746.913580247 3.7037037037 -309.87654321
15  	'' -35.8024691358 201.234567901 -800.0
16  	'' -259.259259259 130.864197531 -917.283950617
17  	'' 359.545 238.749 -555.903
18  	'' 408.641975309 432.098765432 -418.518518519
19  	'' 335.802469136 230.864197531 -666.666666667
20  	'' -262.962962963 444.444444444 -448.148148148
21  	'' -567.901234568 3.7037037037 -497.530864198
22  	'' -571.604938272 486.419753086 -324.691358025
23  	'' -711.111111111 319.75308642 -101.234567901
24  	'' -466.666666667 207.407407407 -588.888888889
25  	'' -720.987654321 262.962962963 -276.543209877
26  	'' -153.086419753 293.827160494 97.5308641975
27  	'' 113.580246914 282.716049383 317.283950617
28  	'' 129.62962963 283.950617284 14.8148148148
29  	'' -209.87654321 304.938271605 -66.6666666667
30  	'' 109.87654321 576.543209877 -397.530864198
31  	'' 69.1358024691 592.592592593 -343.209876543
32  	'' 113.580246914 548.148148148 -367.901234568
33  	'' 235.802469136 512.345679012 -238.271604938
34  	'' 544.444444444 676.543209877 -116.049382716
35  	'' 202.469135802 811.111111111 85.1851851852
36  	'' 355.555555556 506.172839506 43.2098765432
37  	'' -19.7530864198 617.283950617 279.012345679
38  	'' 295.061728395 708.641975309 172.839506173
39  	'' 79.012345679 807.407407407 179.012345679
40  	'' 216.049382716 517.283950617 -43.2098765432
41  	'' 283.950617284 555.555555556 -229.62962963
42  	'' 17.2839506173 770.37037037 114.814814815
43  	'' -262.962962963 771.604938272 119.75308642
44  	'' -201.234567901 729.62962963 218.518518519
45  	'' 75.3086419753 532.098765432 -154.320987654
46  	'' 51.8518518519 479.012345679 -33.3333333333
47  	'' -69.1358024691 564.197530864 -45.6790123457
48  	'' -150.617283951 613.580246914 297.530864198
49  	'' -471.604938272 654.320987654 8.64197530864
50  	'' -229.62962963 514.814814815 -311.111111111
51  	'' -355.555555556 572.839506173 -477.777777778
52  	'' -553.086419753 554.320987654 -354.320987654
53  	'' -517.283950617 579.012345679 -467.901234568
54  	'' -612.345679012 690.12345679 -56.7901234568
55  	'' -451.851851852 553.086419753 -235.802469136
56  	'' -674.074074074 583.950617284 -396.296296296
57  	'' -198.765432099 495.061728395 -793.827160494
58  	'' -172.839506173 550.617283951 -906.172839506
59  	'' -280.24691358 361.728395062 -840.740740741
60  	'' -295.061728395 539.50617284 -772.839506173
61  	''  746.428 384.073 -309.544
