1	'' 144.495 57.2078 -288.858
2	'' 288.109 26.3604 -817.221
3	'' 318.146 39.4435 -814.614
4	'' 313.291 43.8753 -1076.37
5	'' 373.529 113.445 -94.4408
6	'' 28.8253 80.9312 -153.177
7	'' 73.9958 40.1384 -268.904
8	'' -1095.78 6.3987 -14.3678
9	'' 319.24 150.002 -1060.71
10	'' 117.952 -51.46 -556.259
11	'' -815.349 42.9355 -1021.74
12	'' -249.32 162.657 -496.728
13	'' -203.413 185.447 13.4469
14	'' -244.25 -107.449 -527.334
15	'' 672.38 46.6301 -528.141
16	'' 464.925 -4.57848 -1210.9
17	'' 411.67 2.06283 -1221.52
18	'' -803.12 110.638 -25.9083
19	'' -311.423 15.6895 -313.732
20	'' 118.67 22.367 -167.309
21	'' -282.855 223.034 -59.8091
22	'' -308.635 186.145 -55.2835
23	'' -714.069 138.284 34.851
24	'' -710.189 142.084 -517.541
25	'' -220.444 230.662 -533.262
26	'' -636.614 4.95267 -569.606
27	'' -550.053 221.175 -89.4195
28	'' 703.567 20.0473 -404.092
29	'' -655.603 218.318 -227.072
30	'' -873.609 109.94 19.6924
31	'' -741.978 92.4184 -0.582237
32	'' -963.403 159.774 133.327
33	'' 459.631 -1.4082 -1116.49
34	'' 420.821 116.55 -1022.52
35	'' 305.629 106.26 -926.798
36	'' -1081.37 46.7986 103.391
37	'' -211.906 58.0819 -421.334
38	'' 1001.97 5.65141 233.713
39	'' -833.92 48.553 -182.004
