1	'Lions_Arch_-_Grandmaster_Craftsman_Hobbs'	-230.70496368107973	22.044476663355955	393.1160638462122
2	'Mount_Maelstrom_-_Hidden_Sunlight'	1287.9173078219496	129.45883801350115	607.7017344597239
3	'Cliffside_Fractal_-_Smoky_Sunlight'	115.14287788821404	876.3345569278455	-10.203508107148648
4	'Lions_Arch_-_Guiding_Light'	-388.31124726136136	196.9052167063419	-455.1607067880921
5	'Malchors_Leap_-_Wealdwood_Light'	1162.4507904286363	56.028748091625516	299.7980283568098
6	'Cursed_Shore_-_Golden_Orrian_Light'	-595.0964057088299	-116.33871281388004	61.6351305452862
7	'Aquatic_Ruins_Fractal_-_Bioluminescence'	-121.44543506127259	-94.87425366505879	-197.6936189569404
8	'Thaumanova_Reactor_Fractal_-_Radioactive_Brightness'	-36.84391960926118	5.289323667476857	202.78931212177096
9	'Underground_Facility_Fractal_-_Frosty_Glow'	1029.229308369122	97.55352188353955	231.38387575869336
10	'Captain_Mai_Trin_Boss_Fractal_-_Stormlight'	-17.593371326922597	95.64480765223487	-90.10091269281182
11	'Fields_of_Ruin_-_Branded_Glow'	-1139.3989894571064	62.35373648522153	672.4961903426406
12	'Iron_Marches_-_Chaotic_Light'	-707.108403734921	11.21108765335057	-947.7508992619687
13	'Queensdale_-_Watery_Glow'	1269.954708517732	64.36273596185973	-847.0388083619928
14	'Kessex_Hills_-_Collapsed_Skylight'	1167.561384428256	92.42096639548824	-736.3008403106858
15	'Harathi_Hinterlands_-_Fawcetts_Sunbeam'	-806.0224823167596	-10.542931998947031	1004.4009926797695
16	'Gendarran_Fields_-_Illusory_Light'	-369.76921123930344	153.1765678684632	-632.5359228518597
17	'Dry_Top_-_Leylight'	-515.375290794778	28.390359787441522	-833.886199189069
18	'Lornars_Pass_-_Griffonrook_Glow'	-586.8698207028002	0.6618762864191999	-797.9788853048414
19	'Malchors_Leap_-_Dwaynas_Light'	-299.4569984188052	141.4856664972426	-25.28799409932603
20	'The_Grove_-_Misty_Glow'	13.611526776916199	3.9882181636402025	265.52481246630055
21	'Southsun_Cove_-_Tropical_Sunlight'	-621.1769799757693	41.323570786541026	339.30745543690887
22	'Harathi_Hinterlands_-_Demetras_Illumination'	-1079.5765043415781	161.8053655801757	-163.98615213000403
23	'Frostgorge_Sound_-_Icy_Light'	-647.3164075770253	41.237326757369566	-1037.1875553312968
24	'Plains_of_Ashford_-_Loreclaws_Light'	1210.4870772615202	63.7586500799994	-726.1814065331084
25	'Sparkfly_Fen_-_Ghostly_Light'	283.2394554231302	-0.3592326734897445	1165.2706655691393
26	'Straits_of_Devastation_-_Cleansing_Light'	1031.17342203922	18.009505867865165	-330.4935729489267
27	'Mount_Maelstrom_-_Unguent_Illumination'	191.7566786943403	50.57952705177998	777.56132642441
28	'Metrica_Province_-_Jeztar_Glow'	555.0481769346993	0.7160489490893901	-1069.578653574425
29	'Metrica_Province_-_Luminate_Illumination'	603.7007143449592	48.208699404913496	587.1809764566685
30	'Brisban_Wildlands_-_Auroras_Glow'	-1156.394391599939	0.04774627474505067	-325.2825359983131
31	'Metrica_Province_-_Irradiated_Light'	-462.752229058162	30.4385305414321	906.302628582713
32	'Gendarran_Fields_-_Soft_Glow'	1538.2443486288819	100.36491624464709	-418.10389138156467
33	'Aetherblade_Fractal_-_Phosphorescent_Glow'	-121.38809274357729	0.7381414828508224	217.59162731656718
34	'Lions_Arch_-_Grandmaster_Craftsman_Hobbs'	-230.70496368107973	22.044476663355955	393.1160638462122
