0	'' 500.959 506.08 -472.492
1	'' 452.701 510.091 -320.789
2	'' 109.054 506.615 -511.388
3	'' -5.30368 506.692 -441.578
4	'' -17.2031 507.888 -427.935
5	'' -74.0013 507.85 -324.664
6	'' -146.439 508.941 -427.005
7	'' -393.485 511.648 -341.064
8	'' -369.135 524.681 -183.364
9	'' -333.962 515.839 -136.614
10	'' -302.245 511.784 -32.3203
11	'' -224.281 510.842 -80.5568
12	'' -342.406 531.404 52.3842
13	'' -380.379 527.66 108.853
14	'' -166.022 506.789 118.108
15	'' -67.1183 512.517 298.366
16	'' -15.7384 494.133 232.52
17	'' -18.0222 494.713 286.745
18	'' 36.3153 515.622 203.001
19	'' 67.1802 517.848 170.974
20	'' 138.902 512.577 129.297
21	'' 235.989 466.933 -49.0858
22	'' 242.835 507.989 -104.977
23	'' 227.523 506.393 -292.775
24	'' 128.195 551.109 -260.005
25	'' -115.457 505.42 161.739
26	'' 96.2639 498.177 315.975
27	'' 121.942 489.785 330.57
28	'magnificent_chest' -710.374 269.49 -254.436
29	'' -339.182 531.036 31.1336
30	'' 314.392 508.569 -514.835
31	'' -73.8317 507.801 -323.174
32	'' 196.609 509.062 41.0794
33	'' 635.438 454.13 172.823
34	'' 60.7802 493.073 394.078
35	'' 57.462 492.913 391.101
36	'' -16.7469 494.132 231.724
37	'' -303.783 510.896 128.099
38	'' -277.267 510.723 39.7879
39	'' -386.04 522.357 -195.523
40	'' -451.655 520.892 -248.41
41	'' -522.732 540.568 -159.622
42	'' 107.426 506.608 -510.519
43	'' 108.998 506.596 -511.07
44	'' -216.954 512.814 -251.672
45	'' -276.292 511.008 37.83
46	'' -149.236 509.936 50.0331
47	'' -165.848 506.867 116.834
48	'' -75.5899 512.733 296.017
49	'' -262.474 511.738 268.949
50	'' 236.791 466.794 -48.804
51	'' -457.26 522.307 -236.767
52	'' -29.3656 488.691 375.756
53	'' -11.4768 492.701 449.349
54	'' -324.589 514.354 -118.859
55	'' 54.913 492.168 387.619
56	'' 511.281 506.4 -497.214
57	'' 537.201 507.552 -491.816
58	'' -154.219 508.02 -424.007
59	'' -74.9899 507.65 -307.622
60	'' -325.732 510.375 -57.4999
61	'' -391.92 530.859 -78.7928
62	'' -400.993 539.146 43.7207
63	'' -14.0697 494.043 244.024
64	'' 95.142 516.683 140.562
65	'' 424.496 461.244 114.903
66	'' 113.691 487.35 502.34
67	'' 109.547 509.216 529.99
68	'' 149.017 509.064 -404.354
69	'' 36.3333 506.643 -333.177
70	'' -3.36649 507.488 -429.834
71	'' -212.687 510.073 -60.0299
72	'' 314.884 508.519 -514.943
73	'' -1.47413 506.255 -358.128
74	'' -101.531 511.531 -260.98
75	'' -171.618 511.686 -376.425
76	'' -26.1669 513.081 154.643
77	'' 342.196 506.857 -496.76
78	'' 405.443 507.172 -247.909
79	'' 285.874 485.951 -71.1824
80	'' 738.968 458.101 12.4242
81	'' 186.675 509.604 15.4599
82	'' 20.0168 512.298 202.921
83	'' -350.426 514.944 319.261
84	'' 512.045 506.372 -497.18
85	'WP1' 614.324 507.187 -282.383
